Unnamed: 0,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,hour,date,vaccine name,product name,company name,side effects,risks,benefits,vaccine benefits,organization,vaccine type,regulatory status,clinical trial phase,vaccination campaign,adverse reaction,immunization rate,public health policy,vaccine efficacy,vaccine safety,population segment,marketing strategy,public opinion,government funding,regulatory decision,economic impact
11,1421207870415245314,https://twitter.com/CorinnenMars/status/1421207870415245314,Fri Jul 30 20:35:35 +0000 2021,2021-07-30 20:35:35,CorinnenMars,"Refuser l'injection AstraZeneca, Pfizer ou Moderna, ce n'est pas prétendre que le Covid-19 n'existe pas.  Ce n'est pas prétendre qu'il est inoffensif.  C'est affirmer que ces vaccins n'inspirent pas confiance à tous les français pour toutes les polémiques et censures médiatiques.",retweet,,,,,858,,,,fr,,,356,1.4211657191322952e+18,Sarah41659531,1.16356910602249e+18,<a href=,863719131694194688,Sun May 14 11:34:22 +0000 2017,False,A l'horizon se profile l'Avenir en Commun,83618,1148,1132,5,"Marseille, France",RachidaCorinnenMars ✊ #JLM2022,69783,,,FALSE,20,2021-07-30,,,"AstraZeneca, Pfizer, Moderna",,,,,,,,,,,,,,,,,,,,
12,1370010502957531139,https://twitter.com/MarieVeggiePony/status/1370010502957531139,Thu Mar 11 13:55:32 +0000 2021,2021-03-11 13:55:32,MarieVeggiePony,"Le Danemark suspend à son tour la vaccination Astra Zeneca. Six pays ont arrêté #AstraZeneca : l'Autriche, l'Estonie, la Lettonie, la Lituanie et le Luxembourg. En cause? Des problèmes de formation de caillots sanguins chez des personnes vaccinées. https://t.co/u1XMOnvRsh",retweet,,astrazeneca,,,1733,,,,fr,,,1425,1.3699783716906107e+18,Poulin2012,474073938.0,<a href=,600385476,Tue Jun 05 18:17:14 +0000 2012,False,C'est une triste chose de songer que la nature nous parle et que le genre humain n'écoute pas. ?Victor Hugo?,20110,184,348,1,"Lorraine, France",Marilyn V_P,11238,,,False,13,2021-03-11,AstraZeneca,,Astra Zeneca,,,,,,,,,,,,,,,personnes vaccinées,,,,,
13,1328495024984743938,https://twitter.com/RDelinfo/status/1328495024984743938,Tue Nov 17 00:27:50 +0000 2020,2020-11-17 00:27:50,RDelinfo,"Vaccin contre le coronavirus : qui est Stéphane Bancel, le patron français de Moderna ? https://t.co/zyDqIQFFzU La société de biotechnologie américaine Moderna a annoncé lundi que son vaccin contre le Covid-19 était efficace à 94,5% pour réduire le risque de contracter la mal... https://t.co/ZRyupXlgvn",original,,,https://pbs.twimg.com/media/Em_DL0dXIAAVe3x.png,https://1001rss.com/vaccin-contre-le-coronavirus-qui-est-stephane-bancel-le-patron-francais-de-moderna-4006038/2020/11/17/,0,,,,fr,,False,0,,,,"<a href=""https://1001rss.com/"" rel=""nofollow"">1001rss autopublish</a>",1276320350062678017,Fri Jun 26 01:05:21 +0000 2020,False,Nono est un robot de l'info en temps réel. C'est le compagnon idéal de l'actualité en continue,6,18,13,0,,Robot De l'Info,147477,,https://1001rss.com/,FALSE,0,2020-11-17,,,"Moderna, Moderna",,,,,,,,,,,"94,5%",,,,,,,,,
14,1370024719714373633,https://twitter.com/Wimm_G/status/1370024719714373633,Thu Mar 11 14:52:01 +0000 2021,2021-03-11 14:52:01,Wimm_G,"Le Danemark a suspendu par précaution et jusqu'à nouvel ordre l'utilisation du vaccin AstraZeneca contre le Covid-19 à cause de craintes liées à la formation de caillots sanguins chez des personnes vaccinées, a annoncé son autorité sanitaire #AFP https://t.co/sY1qdt4kyU",retweet,,afp,,,881,,,,fr,,,935,1.3699555681112064e+18,afpfr,338985020.0,<a href=,878735827567857665,Sat Jun 24 22:05:22 +0000 2017,False,Analyste-programmeur,8578,119,426,0,"Paris, France",Wim Gangloff,5834,,,False,14,2021-03-11,AstraZeneca,,,,,,,AFP,,,,,,,,,,personnes vaccinées,,,,,
15,1450213924826136588,https://twitter.com/Tantale_elatnaT/status/1450213924826136588,Mon Oct 18 21:35:18 +0000 2021,2021-10-18 21:35:18,Tantale_elatnaT,"@PatrickKanner On n’oubliera pas votre tentative avec B.Jomier d’avoir proposé une loi pour rendre les 💉 en phase 3 obligatoires pour tous y compris les gens pas concernés par la Covid-19 (ENFANTS, personnes ayant DÉJÀ eu le 🦠), le jour où 🇸🇪 et 🇩🇰 ont suspendu Moderna à cause des myocardites",reply,,,,,0,PatrickKanner,1.4483963986391613e+18,1172156371.0,fr,,,0,,,,<a href=,2408878998,Mon Mar 24 11:40:28 +0000 2014,True,,333,29,109,0,,tutur,1865,,,FALSE,21,2021-10-18,Moderna,,,,,,,,,,phase 3,,,,,,,"ENFANTS, personnes ayant DÉJÀ eu le 🦠",,,,loi,
16,1326543314695303169,https://twitter.com/Drabraham73/status/1326543314695303169,Wed Nov 11 15:12:26 +0000 2020,2020-11-11 15:12:26,Drabraham73,"Coronavirus : le vaccin de Pfizer, une annonce choc  mais des tonnes de questions ces vaccins à ARN messager doivent être conservés à  -70 degrés Celsius.  Mais qui a un frigo à moins 80°?  https://t.co/39B3hjvSzR",retweet,,,,,19,,,,fr,,,17,1.3265324373844419e+18,paxipax_heleane,1454794874.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1067729283131613186,Wed Nov 28 10:37:53 +0000 2018,False,« La liberté commence où l'ignorance finit. » Victor Hugo,965,25,80,0,"Paris, France",abraham,2337,,,FALSE,15,2020-11-11,,,Pfizer,,,,,,,,,,,,,,,,,,,,
17,1343796817423687682,https://twitter.com/fleurdepee/status/1343796817423687682,Tue Dec 29 05:51:42 +0000 2020,2020-12-29 05:51:42,fleurdepee,Israël- Un Israélien de 75 ans décède 2 heures après avoir reçu le vaccin Pfizer contre la Covid-19 https://t.co/QR6qc97lQr,retweet,,,,,26,,,,fr,,,30,1.34377615298549e+18,JustineMerieau,14159325.0,<a href=,3212153841,Mon Apr 27 10:07:49 +0000 2015,False,"du rhum, du sucre, du citron vert, de la glace pilée ... que demander de plus ...si ...  garde bien ma main dans la tienne ... SEUL TON BONHEUR COMPTE 💘😘🌞🌛",24569,1007,2983,7,quelques part sur la terre ...,Caïpi,56076,,,FALSE,5,2020-12-29,,,Pfizer,,,,,,,,,,,,,,,,,,,,
18,1435193872762687489,https://twitter.com/sultanakhtitoo/status/1435193872762687489,Tue Sep 07 10:50:58 +0000 2021,2021-09-07 10:50:58,sultanakhtitoo,"⚡️ COVID : le jackpot des labos.  Entre mars 2020 et septembre 2021 :   ↗️ J&amp;J +25% ↗️ Pfizer +41,7% ↗️ AstraZeneca +21,4% ↗️ Moderna +1293,6%  (Le Figaro) https://t.co/nUDwFbsWs9",retweet,,,,,633,,,,fr,,,427,1.435156900727898e+18,Poulin2012,474073938.0,<a href=,705170868754845696,Wed Mar 02 23:20:11 +0000 2016,False,anti-système  2 poids 2 mesures.,5477,49,131,0,France,sultana,1164,,,FALSE,10,2021-09-07,,,"J&amp;J, Pfizer, AstraZeneca, Moderna",,,,,Le Figaro,,,,,,,,,,,,,,,
19,1429748969798840325,https://twitter.com/MaheJosephine/status/1429748969798840325,Mon Aug 23 10:14:52 +0000 2021,2021-08-23 10:14:52,MaheJosephine,"Un rapport révèle que #Moderna a volontairement dissimulé le fait que leur injection de Covid-19 a causé plus de 300 000 effets secondaire sur une période de trois mois, et les ont cachées aux autorités sanitaires #VAERS. 🤔  @AssoCovid https://t.co/C7sZ6EcnyJ https://t.co/3KxMUtaj2f",retweet,,moderna vaers,,,1650,,,,fr,,,1440,1.429699772244402e+18,autrement_votre,555348031.0,<a href=,1205507538436927488,Fri Dec 13 15:23:46 +0000 2019,False,,49883,278,331,1,,MCM,17027,,,FALSE,10,2021-08-23,#Moderna,,,,,,,"autorités sanitaires, #VAERS, AssoCovid",,,,,,,,,,,,,,,
20,1447624800126517255,https://twitter.com/LT_LaTribune/status/1447624800126517255,Mon Oct 11 18:07:02 +0000 2021,2021-10-11 18:07:02,LT_LaTribune,Les Canadiens immunisés avec AstraZeneca pourront voyager aux États-Unis https://t.co/jXU9iYfhpz https://t.co/axUUBqWGMw,original,,,https://pbs.twimg.com/media/FBb_FZpUUAElIak.jpg,https://www.latribune.ca/actualite/covid-19/les-canadiens-immunises-avec-astrazeneca-pourront-voyager-aux-etats-unis-45e5dfbc6865f828f3bad485f92510d6?utm_source=dlvr.it&utm_medium=twitter,0,,,,fr,,False,1,,,,<a href=,134893772,Mon Apr 19 19:15:56 +0000 2010,False,"La Tribune, votre quotidien à Sherbrooke depuis plus de 100 ans! Membre de la Coopérative nationale d'information indépendante.",5,7787,64,241,"Sherbrooke, Québec, Canada",La Tribune,94014,,http://www.latribune.ca,TRUE,18,2021-10-11,,,AstraZeneca,,,,,,,,,,,,,,,Les Canadiens,,,,,
21,1345668094958710784,https://twitter.com/maisonvaleria/status/1345668094958710784,Sun Jan 03 09:47:29 +0000 2021,2021-01-03 09:47:29,maisonvaleria,"[Scandale]Le journal allemand Der Spiegel, révèle que lUnion européenne aurait refusé d'acheter des millions de doses à Pfizer et à Moderna, notamment sur limpulsion de la... France. Si cela est vrai cest un véritable scandale qui voit le jour. #COVID19 https://t.co/J98byynWZJ",retweet,,covid19,,,261,,,,fr,,,230,1.3454888782375854e+18,Portes_Thomas,2383844606.0,<a href=,2173914402,Mon Nov 04 12:21:52 +0000 2013,False,LIBRE DE PENSER ET SURTOUT FAN DE PERSONNE.SOCIALE DEMOCRATE. TRAHIE PAR LREM.. CADRE ET MANAGER DU SECTEUR PRIVE. DE GAUCHE. ?OUI NDDL. .NO RN. Vaccinée.,152834,3135,4539,17,,maisonval m.11,508982,,,False,9,2021-01-03,,,"Pfizer, Moderna",,,,,"Der Spiegel, lUnion européenne",,,,,,,,,,,,,,,
22,1384976642095960066,https://twitter.com/RobinDidier2/status/1384976642095960066,Wed Apr 21 21:05:37 +0000 2021,2021-04-21 21:05:37,RobinDidier2,"#guineapiggate #jenesuispasuncobaye Lassée d'entendre des personnes pétries des certitudes qui sont juste proportionnelles à leur manque de curiosité! Un peu de décence! OUI, on ne connait rien de ces INJECTIONS GENIQUES DE CODE MODIFIÉ #Pfizer #Moderna https://t.co/GyoFAEmhQe https://t.co/suGem2YmAY",retweet,,guineapiggate jenesuispasuncobaye pfizer moderna,,,1736,,,,fr,,,962,1.384681011104166e+18,CaudeHenrion,1.346890637690499e+18,<a href=,1561445588,Mon Jul 01 20:47:16 +0000 2013,False,"Deb guitare 1985. Petits boulots, écoute, Marley, Coltrane, Montgomery, Joao. peut on vivre sans conflits aucun ? Enseignement+nombreux projets musicaux.",3412,132,622,2,France proche de Paris,Robin Didier,6941,,http://jazz-animation-mariage.com,False,21,2021-04-21,Moderna,,Pfizer,,,,,,,,,,,,,,,,,,,,
23,1384774126838104064,https://twitter.com/pascaletbl/status/1384774126838104064,Wed Apr 21 07:40:54 +0000 2021,2021-04-21 07:40:54,pascaletbl,"#guineapiggate #jenesuispasuncobaye Lassée d'entendre des personnes pétries des certitudes qui sont juste proportionnelles à leur manque de curiosité! Un peu de décence! OUI, on ne connait rien de ces INJECTIONS GENIQUES DE CODE MODIFIÉ #Pfizer #Moderna https://t.co/GyoFAEmhQe https://t.co/suGem2YmAY",retweet,,guineapiggate jenesuispasuncobaye pfizer moderna,,,1735,,,,fr,,,961,1.384681011104166e+18,CaudeHenrion,1.346890637690499e+18,<a href=,984024230755958785,Wed Apr 11 11:03:53 +0000 2018,True,,5997,24,154,0,,Taburel,2515,,,False,7,2021-04-21,Moderna,,Pfizer,,,,,,,,,,,,,,,,,,,,
24,1464664548670070789,https://twitter.com/millefevre/status/1464664548670070789,Sat Nov 27 18:36:55 +0000 2021,2021-11-27 18:36:55,millefevre,"🔴AUSTRALIE - La légende de la ligue australienne de football, Paul Dimattina, 47 ans, a été transportée d'urgence aux soins intensifs après une réaction sévère à la 3ème dose PFIZER. 📢 ⚡️⚡️⚡️ @FiatLux93939282 @ComploTisss  https://t.co/mnojqjSArm",retweet,,,,,934,,,,fr,,,1067,1.4645494605335224e+18,NicolasPichot6,1.323747268013527e+18,<a href=,538040116,Tue Mar 27 10:15:14 +0000 2012,False,Bio,11901,48,434,0,,millefevre,3096,,,FALSE,18,2021-11-27,PFIZER,,,,,,,ligue australienne de football,,,,,réaction sévère,,,,,,,,,,
25,1429849144345104385,https://twitter.com/DollingerNatha2/status/1429849144345104385,Mon Aug 23 16:52:55 +0000 2021,2021-08-23 16:52:55,DollingerNatha2,"La FDA vient d’approuver tout à fait le vaccin Pfizer, qui ne sera donc plus sous le coup d’une AMM conditionnelle. Mon petit doigt me dit que l’Europe va suivre, et que pour remplacer la #PasseoireSanitaire, une vaccination obligatoire pourrait suivre.  https://t.co/68E5rgVAii",retweet,,passeoiresanitaire,,,981,,,,fr,,,641,1.4298271743669125e+18,MaxDelvallee,631664880.0,<a href=,1348257652179136512,Sun Jan 10 13:18:10 +0000 2021,True,,682,27,192,0,,Dollinger Nathalie,624,,,FALSE,16,2021-08-23,Pfizer,,,,,,,"FDA, Europe",,,,vaccination obligatoire,,,,,,,,,,,
26,1457806550672674816,https://twitter.com/GaggioP/status/1457806550672674816,Mon Nov 08 20:25:41 +0000 2021,2021-11-08 20:25:41,GaggioP,"Et voilà…avec des semaines de retard sur les pays scandinaves, le vaccin Moderna est maintenant « déconseillé pour les moins de 30 ans » en France ! « Interdit » serait plus sage ! Ce n’est qu’un début ! Accrochez-vous ! ⤵️ https://t.co/rVvxZ93cdk",retweet,,,,,2685,,,,fr,,,1145,1.4578033392325386e+18,f_philippot,472412809.0,<a href=,1369162324494462976,Tue Mar 09 05:45:33 +0000 2021,False,Autodidacte,23091,79,103,0,,Gaggio Pascal,12592,,,FALSE,20,2021-11-08,Moderna,,,,,,,,,,,,,,,,,les moins de 30 ans,,,,,
27,1421905903473807365,https://twitter.com/Richard_S81/status/1421905903473807365,Sun Aug 01 18:49:19 +0000 2021,2021-08-01 18:49:19,Richard_S81,Covid-19 : Pfizer et Moderna augmentent le prix des vaccins en Europe https://t.co/4LF8knfCLi,retweet,,,,https://www.cnews.fr/france/2021-08-01/covid-19-pfizer-et-moderna-augmentent-le-prix-des-vaccins-en-europe-1111626,189,,,,fr,,False,163,1.421896662985871e+18,CNEWS,18396319.0,<a href=,437351026,Thu Dec 15 09:13:07 +0000 2011,False,Former @_DINUM @bt_global @Fujitsu_Global @AtosFR|@Groupe_IONIS CyberSec teach @anorgend|@CESIN_France|@Jeunes_IHEDN|General CISO @justice_gouv|🗣️in 🇬🇧🇫🇷,54800,925,544,14,Paris - Geneva - Montreal - NY,Richard S.,22494,,http://www.linkedin.com/in/richardsangare,FALSE,18,2021-08-01,,,"Pfizer, Moderna",,,,,,,,,,,,,,,,,,,,
28,1465176573288587264,https://twitter.com/Guerbadot5/status/1465176573288587264,Mon Nov 29 04:31:31 +0000 2021,2021-11-29 04:31:31,Guerbadot5,"Il y a 4 jours L’#AfriqueduSud demandait la suspension des envois de doses Pfizer. 4 jours après, tout ce qui vient d’Afrique du Sud est suspendu. Fait pas bon rompre un contrat de gros lobby.#MacronDegage #Manifs27Novembre #Guadeloupe #3emeDose https://t.co/79OjxfbMK4",retweet,,afriquedusud macrondegage manifs27novembre guadeloupe 3emedose,,,2248,,,,fr,,,1573,1.464729905283965e+18,CarsonMacCuller,4258639228.0,<a href=,1177972796066009089,Sat Sep 28 15:46:53 +0000 2019,False,si vous avez peur du vide regardé murielle dans les yeux  😍 # orelsan,33267,49,125,0,,mumu,9329,,,FALSE,4,2021-11-29,,,Pfizer,,,,,,,,,,,,,,,,,,,,
29,1456368837356662791,https://twitter.com/babsdemars/status/1456368837356662791,Thu Nov 04 21:12:43 +0000 2021,2021-11-04 21:12:43,babsdemars,"Il y a le #Pfizergate dont Véran refuse de parler. Mais c’est le Pr #Raoult, qui soigne les malades du covid depuis 18 mois, qui passera demain matin devant le Conseil de l’Ordre. ➡️ Cet odieux renversement des valeurs doit être combattu de toutes nos forces !",retweet,,pfizergate raoult,,,5889,,,,fr,,,2376,1.456315035697959e+18,f_philippot,472412809.0,<a href=,704937708,Thu Jul 19 12:04:49 +0000 2012,False,je suis Zemmour..Aimer la France ce n'est pas rejeter  l'étranger ..c'est vouloir que cet autre l'aime autant que nous !! les Z'amis de mes amis sont mes amis,5357,426,1108,0,"Marseille, Paris, Lille France",babsdemars,9428,,,FALSE,21,2021-11-04,Pfizergate,,,,,,,"Véran, Conseil de l’Ordre",,,,,,,,,,,,,,,
30,1350051705577213957,https://twitter.com/Thionville63/status/1350051705577213957,Fri Jan 15 12:06:24 +0000 2021,2021-01-15 12:06:24,Thionville63,Des experts chinois appellent à la suspension du vaccin #Covid19 à #ARNm de #Pfizer suite aux 13 morts attribués au vaccin en Norvège selon cet article du Global Times chinois https://t.co/XwwSZ2tAXB,retweet,,covid19 arnm pfizer,,,951,,,,fr,,,765,1.3500495017052856e+18,momotchiii,2369361330.0,<a href=,1234011030382108672,Sun Mar 01 07:02:33 +0000 2020,False,Ma biographie ? pourquoi vous la donner ai-je ?,1993,16,50,0,"Lorraine, France",2890,1571,,,False,12,2021-01-15,ARNm,,Pfizer,,,,,,,,,,,,,,,,,,,,
31,1465742238022045700,https://twitter.com/Apldin/status/1465742238022045700,Tue Nov 30 17:59:16 +0000 2021,2021-11-30 17:59:16,Apldin,#Omicron pour Pfizer : 1 « dose de rappel spécifique » en plus des 3 déjà prévues (pour le moment). En attendant la nouvelle dose spécifique au prochain variant ? 😅 ➡️ Chacun a le droit de décrocher de toute cette folie ! https://t.co/VlFPqZQSTy,retweet,,omicron,,,1417,,,,fr,,,538,1.4653821123291873e+18,f_philippot,472412809.0,<a href=,1321496622489079808,Wed Oct 28 16:59:33 +0000 2020,True,,7735,19,35,0,,Alexandra Plaudin,9353,,,FALSE,17,2021-11-30,Omicron,,Pfizer,,,,,,,,,,,,,,,,,,,,
32,1392025759775133699,https://twitter.com/CH_HAUTANJOU/status/1392025759775133699,Tue May 11 07:56:18 +0000 2021,2021-05-11 07:56:18,CH_HAUTANJOU,"#MardiConseil Pour lutter contre la #COVID19 , je n'oublie pas de prendre RDV au centre de vaccination. Celui de #ChateauGontier sur #Mayenne a reçu de nouvelles doses de #Moderna https://t.co/MjANHeOQzj",retweet,,mardiconseil covid19 chateaugontier mayenne moderna,,,9,,,,fr,,,5,1.3920254822212608e+18,chateau_gontier,2865750927.0,<a href=,742657804016750592,Tue Jun 14 09:59:53 +0000 2016,False,,87,401,81,13,"Château-Gontier, France",CH HAUT ANJOU,272,,http://www.ch-hautanjou.fr/,False,7,2021-05-11,Moderna,,,,,,,,,,,,,,,,,,,,,,
