"",id,tweet_url,created_at,parsed_created_at,user_screen_name,text,original_text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,hour,date,mentioned_accounts,nb_words,nb_chars,nb_mentions,nb_hashtags,nb_urls,emojis,emojis_names,nb_emojis,part,vaccine name,product name,company name,side effects,risks,benefits,vaccine benefits,organization,vaccine type,regulatory status,clinical trial phase,vaccination campaign,adverse reaction,immunization rate,public health policy,vaccine efficacy,vaccine safety,population segment,marketing strategy,public opinion,government funding,regulatory decision,economic impact,sickness name
301,1311962521507704832,https://twitter.com/Annick1414/status/1311962521507704832,Fri Oct 02 09:33:34 +0000 2020,2020-10-02 09:33:34,Annick1414,"Les essais cliniques du vaccin expérimental contre le covid-19 de la société américaine Moderna, l'un des plus avancés, ne produiront pas de résultats avant le 25 novembre au plus tôt","Les essais cliniques du vaccin expérimental contre le covid-19 de la société américaine Moderna, l'un des plus avancés, ne produiront pas de résultats avant le 25 novembre au plus tôt https://t.co/4Fvi14lcaF",retweet,"","","","",3,"","","",fr,"","",1,1311961369512640513,bfmbusiness,140776364,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2888536744,Sat Nov 22 23:16:17 +0000 2014,FALSE,"",33037,251,2128,30,Belgique,Annick14,26839,"","",FALSE,9,2020-10-02,"",36,207,0,0,1,"","",0,1,"","",Moderna,"","","","","","","","",Les essais cliniques du vaccin expérimental contre le covid-19,"","","","","","","","","","","",""
302,1311962791511818246,https://twitter.com/moraisjean/status/1311962791511818246,Fri Oct 02 09:34:39 +0000 2020,2020-10-02 09:34:39,moraisjean,Covid-19 : Les Suisses se laisseront-ils imposer le vaccin Moderna à modification génétique ? via @DemeulenaereO,Covid-19 : Les Suisses se laisseront-ils imposer le vaccin Moderna à modification génétique ? https://t.co/3xNQbUztPR via @DemeulenaereO,retweet,"","","",https://olivierdemeulenaere.wordpress.com/2020/09/29/covid-19-les-suisses-se-laisseront-ils-imposer-le-vaccin-moderna-a-modification-genetique/,38,"","","",fr,"",FALSE,26,1311757636833095680,xelibris,539297522,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",81912188,Mon Oct 12 19:49:44 +0000 2009,FALSE,"Gérant d'IDEACOM, fondateur Rapid-flyer et de https://t.co/oDRbG3Wdir",3756,274,463,20,Portugal,Morais,4748,"",http://www.retraite-au-portugal.com,FALSE,9,2020-10-02,DemeulenaereO,20,136,1,0,1,"","",0,1,Moderna,"","","","","","","","","","","","","","","","",Les Suisses,"","","","","",""
303,1311968369235628033,https://twitter.com/moimoi60780472/status/1311968369235628033,Fri Oct 02 09:56:49 +0000 2020,2020-10-02 09:56:49,moimoi60780472,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,"","","","",670,"","","",fr,"","",837,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1248599381584089088,Fri Apr 10 13:11:26 +0000 2020,TRUE,"",4095,17,47,0,"",moi moi,2796,"","",FALSE,9,2020-10-02,"",47,304,0,0,1,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9,1,"","","","","","","",SANOFI PASTEUR,"","","","","","","","","","","","","","","",""
304,1311970108198268928,https://twitter.com/sepemindustries/status/1311970108198268928,Fri Oct 02 10:03:43 +0000 2020,2020-10-02 10:03:43,sepemindustries,Le vaccin Moderna contre le covid-19 ne sera pas prêt avant l'élection américaine via @bfmbusiness,Le vaccin Moderna contre le covid-19 ne sera pas prêt avant l'élection américaine https://t.co/4Fvi14lcaF via @bfmbusiness,retweet,"","","",https://www.bfmtv.com/economie/le-vaccin-moderna-contre-le-covid-19-ne-sera-pas-pret-avant-l-election-americaine_AD-202010020054.html,4,"","","",fr,"",FALSE,4,1311905022477766656,bfmbusiness,140776364,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",368332505,Mon Sep 05 13:27:26 +0000 2011,FALSE,"#SEPEM, une réponse groupée à toutes vos problématiques dans l’#industrie : #productivité, #maintenance, #sécurité, #environnement...",2472,2909,3731,97,France,SEPEM Industries,7230,"",http://www.sepem-industries.com,FALSE,10,2020-10-02,bfmbusiness,21,122,1,0,1,"","",0,1,Moderna,"","","","","","","","","","","","","","","","","","","","","","",""
305,1311986639191838722,https://twitter.com/JundMaximusdm/status/1311986639191838722,Fri Oct 02 11:09:24 +0000 2020,2020-10-02 11:09:24,JundMaximusdm,Covid-19 : Les Suisses se laisseront-ils imposer le vaccin Moderna à modification génétique ? via @DemeulenaereO,Covid-19 : Les Suisses se laisseront-ils imposer le vaccin Moderna à modification génétique ? https://t.co/3xNQbUztPR via @DemeulenaereO,retweet,"","","",https://olivierdemeulenaere.wordpress.com/2020/09/29/covid-19-les-suisses-se-laisseront-ils-imposer-le-vaccin-moderna-a-modification-genetique/,38,"","","",fr,"",FALSE,26,1311757636833095680,xelibris,539297522,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1439297204,Sat May 18 19:53:16 +0000 2013,FALSE,EN ALSACE et A DROITE,34463,235,28,15,"",Jund Yannick,44225,"","",FALSE,11,2020-10-02,DemeulenaereO,20,136,1,0,1,"","",0,1,Moderna,"","","","","","","","","","","","","","","","",Les Suisses,"","","","","",""
306,1311993449684635648,https://twitter.com/Mirdain06/status/1311993449684635648,Fri Oct 02 11:36:28 +0000 2020,2020-10-02 11:36:28,Mirdain06,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,"","","","",88,"","","",fr,"","",85,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",723472986884419584,Fri Apr 22 11:26:16 +0000 2016,TRUE,"",51556,169,302,1,"",Mirdain Angelkeeper,27109,"","",FALSE,11,2020-10-02,"",49,300,0,0,1,"","",0,1,"","",SANOFI,"","","","","","","","","","","","","","","","","","","","",""
307,1311996615985684480,https://twitter.com/24sante_fr/status/1311996615985684480,Fri Oct 02 11:49:03 +0000 2020,2020-10-02 11:49:03,24sante_fr,Le vaccin Moderna contre le covid-19 ne sera pas prêt avant l'élection américaine,Le vaccin Moderna contre le covid-19 ne sera pas prêt avant l'élection américaine https://t.co/ieIoBmgIvN https://t.co/MDoxe3ctqs,original,"","",https://pbs.twimg.com/media/EjUl98TX0AAQb8Q.jpg,http://tinyurl.com/yyuzxkgj,0,"","","",fr,"",FALSE,0,"","","","<a href=""http://24sante.fr"" rel=""nofollow"">24sante</a>",3258569603,Fri May 15 23:41:58 +0000 2015,FALSE,"Retrouvez toute l'actualité santé sur https://t.co/L9qiNunZex : la #recherche, les #maladies, les #traitements… https://t.co/TJkAo7wYmA",22,728,668,47,"",24H Sante,267345,"",https://24sante.fr,FALSE,11,2020-10-02,"",23,129,0,0,2,"","",0,1,Moderna,"","","","","","","","","","","","","","","","","","","","","","",""
308,1311998503783202816,https://twitter.com/parisavecmacron/status/1311998503783202816,Fri Oct 02 11:56:33 +0000 2020,2020-10-02 11:56:33,parisavecmacron,Le vaccin Moderna contre le covid-19 ne sera pas prêt avant l'élection américaine via @bfmbusiness,Le vaccin Moderna contre le covid-19 ne sera pas prêt avant l'élection américaine https://t.co/h2dkLuHUTD via @bfmbusiness,retweet,"","","",https://www.bfmtv.com/economie/le-vaccin-moderna-contre-le-covid-19-ne-sera-pas-pret-avant-l-election-americaine_AD-202010020054.html,22,"","","",fr,"",FALSE,14,1311904992928976903,BFMTV,133663801,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",825439710797508609,Sat Jan 28 20:25:37 +0000 2017,FALSE,"L'actualité locale et nationale à Paris avec Macron, suivez-nous également sur Telegram @parisavecmacron #EnMarche #LaREM",4867,2363,4359,32,"Paris, France",Paris Avec Macron,187761,"","",FALSE,11,2020-10-02,bfmbusiness,21,122,1,0,1,"","",0,1,Moderna,"","","","","","","","","","","","","","","","","","","","","","",""
309,1312010717571227650,https://twitter.com/pharmacosmetech/status/1312010717571227650,Fri Oct 02 12:45:05 +0000 2020,2020-10-02 12:45:05,pharmacosmetech,Le patron de #Moderna en dit plus sur le timing de son #vaccin contre la #Covid-19.,Le patron de #Moderna en dit plus sur le timing de son #vaccin contre la #Covid-19. https://t.co/VaWvh3ov4q,original,"",moderna vaccin covid,"",https://bit.ly/33oWAyN,0,"","","",fr,"",FALSE,0,"","","","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",951129198399287297,Wed Jan 10 16:30:46 +0000 2018,FALSE,"Salon des services, équipements et process pour les industries #pharmaceutique et #cosmétique, pour la #parfumerie et pour la #chimie fine",548,180,247,2,"",Pharmacosmetech,1405,"",http://www.pharmacosmetech.com,FALSE,12,2020-10-02,"",21,107,0,3,1,"","",0,1,"","",Moderna,"","","","","","","","","","","","","","","","","","","","",""
310,1312038736188903431,https://twitter.com/PASCALALAIN1/status/1312038736188903431,Fri Oct 02 14:36:25 +0000 2020,2020-10-02 14:36:25,PASCALALAIN1,"L'ancien Vice président du géant Pfizer, Dr Yeadon dit que les faux positifs des #tests PCR servent à fabriquer une fausse ""2e vague"" #Covid. Un patient peut être un ""positif froid"": pas malade, ne va pas le devenir, pas symptomatique, pas contagieux.","L'ancien Vice président du géant Pfizer, Dr Yeadon dit que les faux positifs des #tests PCR servent à fabriquer une fausse ""2e vague"" #Covid. Un patient peut être un ""positif froid"": pas malade, ne va pas le devenir, pas symptomatique, pas contagieux. https://t.co/sWYU75p5ar",retweet,"",tests covid,"","",259,"","","",fr,"","",194,1309528300033839104,momotchiii,2369361330,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",469146037,Fri Jan 20 08:48:23 +0000 2012,FALSE,Gaulliste. pour une droite de combat.  Conseiller municipal  Delmar RPR 1995 à 2001- 2008 à 2014 opposition,14737,399,213,54,Forcalquier,PASCAL ALAIN,29784,"","",FALSE,14,2020-10-02,"",47,275,0,2,1,"","",0,1,"","",Pfizer,"","","","","","","","","","","","","","","","","","","","",""
311,1312038941286072321,https://twitter.com/3f480v/status/1312038941286072321,Fri Oct 02 14:37:14 +0000 2020,2020-10-02 14:37:14,3f480v,Pfizer CEO says 'political pressure' won't affect COVID-19 vaccine efforts a través de @nypost,Pfizer CEO says 'political pressure' won't affect COVID-19 vaccine efforts https://t.co/vMs1UYn2Nx a través de @nypost,original,"","","",https://nypost.com/2020/10/02/pfizer-ceo-says-political-pressure-wont-affect-covid-19-vaccine/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons,0,"","","",fr,"",FALSE,0,"","","","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1558444898,Sun Jun 30 16:41:16 +0000 2013,FALSE,"Tiempos finales, gemidos de angustia, aún la tierra y sus criaturas clamando por regeneración. Poderes secretos, ecuménicos, políticos, rumbo a Globalización.",9511,494,943,0,Mundo,ok,19875,"","",FALSE,14,2020-10-02,nypost,20,118,1,0,1,"","",0,1,"","","","","","","",Pfizer,"","","",COVID-19 vaccine efforts,"","","","","","","","","",political pressure,"",""
312,1312043424573423650,https://twitter.com/VRAC_TECH_EXPO/status/1312043424573423650,Fri Oct 02 14:55:03 +0000 2020,2020-10-02 14:55:03,VRAC_TECH_EXPO,#Covid-19: les essais du #vaccin d'#AstraZeneca reprennent au #Japon. Les essais avaient été suspendus le 6 septembre dernier après un incident grave sur un patient.,#Covid-19: les essais du #vaccin d'#AstraZeneca reprennent au #Japon. Les essais avaient été suspendus le 6 septembre dernier après un incident grave sur un patient. https://t.co/lHXeA7CsRf,original,"",covid vaccin astrazeneca japon,"",https://bit.ly/3cTx8o0,0,"","","",fr,"",FALSE,0,"","","","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",4919295725,Tue Feb 16 13:30:23 +0000 2016,FALSE,"Le salon #VRACTECH répond à toutes les problématiques des utilisateurs de produits en #vrac (#solides, #liquides, #poudres, #granulés, #fluides,...)",387,618,1686,7,Le Mans et Mâcon,VRAC TECH,1744,"",http://www.vractech.com/index.html,FALSE,14,2020-10-02,"",31,189,0,4,1,"","",0,1,"","",AstraZeneca,"","","","","","","","","","","","","","","","","","","","",""
313,1312053357226459138,https://twitter.com/cr77France/status/1312053357226459138,Fri Oct 02 15:34:31 +0000 2020,2020-10-02 15:34:31,cr77France,"#cheval, une #formidable ""usine à #anticorps"" @RaymondLeMatin #TPMP #TPMPOuvertATous @SanofiFR @Pasteur, #France #urgent #chevauxmutiles #sanofipasteur #OnVousRépond #bfmtv #COVID19 #laboratoire #camargue #cavalier #écurie #fermier #agriculture enquête ?","#cheval, une #formidable ""usine à #anticorps"" https://t.co/iGpkrEzUcf @RaymondLeMatin #TPMP #TPMPOuvertATous @SanofiFR @Pasteur, #France #urgent #chevauxmutiles #sanofipasteur #OnVousRépond #bfmtv #COVID19 #laboratoire #camargue #cavalier #écurie #fermier #agriculture enquête ?",retweet,"",cheval formidable anticorps tpmp tpmpouvertatous france urgent chevauxmutiles sanofipasteur onvousrépond bfmtv covid19 laboratoire camargue cavalier écurie fermier agriculture,"",https://www.lalibre.be/planète/sciences-espace/le-cheval-une-formidable-usine-a-anticorps-52afd5bc35701baedaa2b7f8#.X3dE0oCOUNw.twitter,0,"","","",fr,"",FALSE,1,1312052072284663809,cr77France,921114968271081472,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",921114968271081472,Thu Oct 19 20:44:56 +0000 2017,FALSE,"",88,6,30,0,France,PauloWalker,1183,"","",FALSE,15,2020-10-02,RaymondLeMatin SanofiFR Pasteur,29,278,3,18,1,"","",0,1,"","","SanofiFR, Pasteur, sanofipasteur","","","","","","","","","","","","","","","","","","","","",""
314,1312053789369741313,https://twitter.com/cr77France/status/1312053789369741313,Fri Oct 02 15:36:14 +0000 2020,2020-10-02 15:36:14,cr77France,"@RaymondLeMatin #TPMP #TPMPOuvertATous @SanofiFR @Pasteur, #France #urgent #chevauxmutiles #sanofipasteur #OnVousRépond #bfmtv #COVID19 #laboratoire #camargue #cavalier #écurie #fermier #agriculture enquête ?","https://t.co/AKF0DWAj87 @RaymondLeMatin #TPMP #TPMPOuvertATous @SanofiFR @Pasteur, #France #urgent #chevauxmutiles #sanofipasteur #OnVousRépond #bfmtv #COVID19 #laboratoire #camargue #cavalier #écurie #fermier #agriculture enquête ?",reply,"",tpmp tpmpouvertatous france urgent chevauxmutiles sanofipasteur onvousrépond bfmtv covid19 laboratoire camargue cavalier écurie fermier agriculture,"",https://www.liberation.fr/amphtml/france/2018/07/17/juments-saignees-et-avortees-l-inertie-coupable-des-laboratoires-francais_1667173,2,cr77France,1312052072284663809,921114968271081472,fr,"",FALSE,4,"","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",921114968271081472,Thu Oct 19 20:44:56 +0000 2017,FALSE,"",88,6,30,0,France,PauloWalker,1183,"","",FALSE,15,2020-10-02,RaymondLeMatin SanofiFR Pasteur,23,232,3,15,1,"","",0,1,"","","","","","","","SanofiFR, Pasteur, sanofipasteur","","","","","","","","","","","","","","","",""
315,1312061905452912646,https://twitter.com/crimegenemedia/status/1312061905452912646,Fri Oct 02 16:08:29 +0000 2020,2020-10-02 16:08:29,crimegenemedia,THREAD 13 Juin : l’ pré-commande 400 millions de vaccins (OGM) à Astrazeneca/Novasep 31 Juillet : l’ pré-commande 300 millions de vaccins (OGM) à Sanofi/GSK -> Ces accords se chiffrent chacun à plusieurs milliards d’€ -> Rendement 20 : 1,THREAD  ❌ 13 Juin : l’🇪🇺 pré-commande 400 millions de vaccins (OGM) à Astrazeneca/Novasep  ❌ 31 Juillet : l’🇪🇺 pré-commande 300 millions de vaccins (OGM) à Sanofi/GSK  -&gt; Ces accords se chiffrent chacun à plusieurs milliards d’€ -&gt; https://t.co/jGTbOZOxr4  Rendement 20 : 1 ⤵️ https://t.co/AbFmAqOwMP,retweet,"","","","",46,"","","",fr,"","",68,1289393872020201472,DocteurGonzo4,1161114194755952640,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1709354833,Thu Aug 29 06:43:44 +0000 2013,FALSE,Soundcatcher. Symptom of the Universe.,91735,690,1648,14,Neighbourhood of Infinity,Tiefenmesser,22551,"","",FALSE,16,2020-10-02,"",50,310,0,0,2,"❌, 🇪🇺, ❌, 🇪🇺, ⤵️","cross mark, flag: European Union, cross mark, flag: European Union, right arrow curving down",5,1,"","","Astrazeneca, Novasep, Sanofi, GSK","","","","","","OGM, OGM","","","","","","","","","","","","","","",""
316,1312070352303009793,https://twitter.com/tata210958/status/1312070352303009793,Fri Oct 02 16:42:03 +0000 2020,2020-10-02 16:42:03,tata210958,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,"","","","",727,"","","",fr,"","",882,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4831229321,Thu Jan 21 00:27:16 +0000 2016,FALSE,"",2982,71,81,0,"",Gina Gin Gamache,5156,"","",FALSE,16,2020-10-02,"",47,304,0,0,1,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9,1,"","","","","","","",SANOFI PASTEUR,"","","","","","","","","","","","","","","",""
317,1312076253793595397,https://twitter.com/CecileDuflot/status/1312076253793595397,Fri Oct 02 17:05:30 +0000 2020,2020-10-02 17:05:30,CecileDuflot,"Nous avons besoin d'un #vaccinpourtous, pas d'un vaccin pour les profits de quelques uns ! @SanofiFR et les grands labos pharmaceutiques ne devraient pas faire des bénéfices sur une pandémie. Notre santé avant vos profits ! @oxfamfrance @CecileDuflot @JBLemoyne","📢Nous avons besoin d'un #vaccinpourtous, pas d'un vaccin pour les profits de quelques uns !  💉 @SanofiFR et les grands labos pharmaceutiques ne devraient pas faire des bénéfices sur une pandémie. Notre santé avant vos profits !   @oxfamfrance @CecileDuflot @JBLemoyne https://t.co/KBlFr0dvgh",retweet,"",vaccinpourtous,"","",6,"","","",fr,"","",4,1312070783083085824,Aboboudial,2885986001,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",17508660,Thu Nov 20 09:53:48 +0000 2008,FALSE,"Directrice générale | Executive director @OxfamFrance /// Associée @OctopuceFr Écologiste [ex ministre, SN...] Agent 001 du « réseau d’experts en vieilleries »",3502,409222,1666,3686,"Paris, Banlieue, Landes",Cécile Duflot,26433,"","",TRUE,17,2020-10-02,SanofiFR oxfamfrance CecileDuflot JBLemoyne,43,293,4,1,1,"📢, 💉","loudspeaker, syringe",2,1,"","","SanofiFR, oxfamfrance, JBLemoyne","","","","","grands labos pharmaceutiques, CecileDuflot","","","","","","","","","","","","","","","",""
318,1312083358600626178,https://twitter.com/ISlovan/status/1312083358600626178,Fri Oct 02 17:33:44 +0000 2020,2020-10-02 17:33:44,ISlovan,"À ce jour, la Commission eur. a signé des accords pour des vaccins anti-covid avec : - Johnson & Johnson , 400 millions de doses - AstraZeneca , 300 millions - Sanofi/GSK , 300 millions - CureVac , 225 millions - Pfizer/BioNTech , 200 millions - Moderna , 80 millions","À ce jour, la Commission eur. a signé des accords pour des vaccins anti-covid avec : - Johnson &amp; Johnson🇺🇲, 400 millions de doses - AstraZeneca🇬🇧🇸🇪, 300 millions - Sanofi/GSK🇨🇵🇬🇧, 300 millions  - CureVac🇩🇪, 225 millions - Pfizer/BioNTech🇺🇲🇩🇪, 200 millions - Moderna🇺🇲, 80 millions",reply,"","","","",0,ISlovan,1310368293132304390,363230734,fr,"","",0,"","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",363230734,Sat Aug 27 19:04:41 +0000 2011,FALSE,"Infos #longcovid. Discute avec tout le monde. Bayésiophile, sapiosexuel, quadragénaire, ingénieur ⚛🧬, artiste, auteur. Compte secondaire anonyme (raisons pro).",1245,369,388,10,Recteur de Laniakea,Slovan,9757,"","",FALSE,17,2020-10-02,"",40,302,0,0,0,"🇺🇲, 🇬🇧, 🇸🇪, 🇨🇵, 🇬🇧, 🇩🇪, 🇺🇲, 🇩🇪, 🇺🇲","flag: U.S. Outlying Islands, flag: United Kingdom, flag: Sweden, flag: Clipperton Island, flag: United Kingdom, flag: Germany, flag: U.S. Outlying Islands, flag: Germany, flag: U.S. Outlying Islands",9,1,CureVac,"","Johnson & Johnson, AstraZeneca, Sanofi, GSK, Pfizer, BioNTech, Moderna","","","","","","","","","","","","","","","","","","","","",""
319,1312095266632273922,https://twitter.com/24sante_fr/status/1312095266632273922,Fri Oct 02 18:21:03 +0000 2020,2020-10-02 18:21:03,24sante_fr,Covid-19: les essais du vaccin d'AstraZeneca reprennent au Japon,Covid-19: les essais du vaccin d'AstraZeneca reprennent au Japon https://t.co/0E47H5iwvS https://t.co/3HoKsrzUDT,original,"","",https://pbs.twimg.com/media/EjV_sLpXcAIzOqa.jpg,http://tinyurl.com/y52glp3w,0,"","","",fr,"",FALSE,0,"","","","<a href=""http://24sante.fr"" rel=""nofollow"">24sante</a>",3258569603,Fri May 15 23:41:58 +0000 2015,FALSE,"Retrouvez toute l'actualité santé sur https://t.co/L9qiNunZex : la #recherche, les #maladies, les #traitements… https://t.co/TJkAo7wYmA",22,726,669,47,"",24H Sante,267345,"",https://24sante.fr,FALSE,18,2020-10-02,"",19,112,0,0,2,"","",0,1,"","","","","","","",AstraZeneca,"","","","","","","","","","","","","","","",""
320,1312131760935727105,https://twitter.com/totoettata1/status/1312131760935727105,Fri Oct 02 20:46:04 +0000 2020,2020-10-02 20:46:04,totoettata1,@sanofipasteur On en parle !!!,@sanofipasteur On en parle !!! https://t.co/wLv22MJsnq,reply,"","","",https://twitter.com/Dover63A/status/1311020877115523073,4,sanofipasteur,1310915072638816256,47585965,fr,"",FALSE,0,1311020877115523073,Dover63A,1267121558067326977,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1250201077858873344,Tue Apr 14 23:15:51 +0000 2020,FALSE,"",33835,143,85,0,"",bigben,12268,"","",FALSE,20,2020-10-02,sanofipasteur,8,54,1,0,1,"","",0,1,"","","","","","","",sanofipasteur,"","","","","","","","","","","","","","","",""
321,1312132860568989696,https://twitter.com/GERMAIN90238727/status/1312132860568989696,Fri Oct 02 20:50:26 +0000 2020,2020-10-02 20:50:26,GERMAIN90238727,L'ancien directeur scientifique de Pfizer déclare que la « deuxième vague » a été truquée lors de tests COVID faussement positifs,L'ancien directeur scientifique de Pfizer déclare que la « deuxième vague » a été truquée lors de tests COVID faussement positifs https://t.co/LDTDz5ZodP,original,"","","",https://www.anguillesousroche.com/etats-unis/lancien-directeur-scientifique-de-pfizer-declare-que-la-deuxieme-vague-a-ete-truquee-lors-de-tests-covid-faussement-positifs/,0,"","","",fr,"",FALSE,1,"","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1066288491330453504,Sat Nov 24 11:12:41 +0000 2018,FALSE,"",10481,187,469,1,"",GERMAIN,17119,"","",FALSE,20,2020-10-02,"",24,153,0,0,1,"","",0,1,"","","","","","","",Pfizer,"","","","","","","","","","","","","","","",""
322,1312139176872013824,https://twitter.com/francoist92/status/1312139176872013824,Fri Oct 02 21:15:32 +0000 2020,2020-10-02 21:15:32,francoist92,"@RaymondLeMatin #TPMP #TPMPOuvertATous @SanofiFR @Pasteur, #France #urgent #chevauxmutiles #sanofipasteur #OnVousRépond #bfmtv #COVID19 #laboratoire #camargue #cavalier #écurie #fermier #agriculture enquête ?","https://t.co/AKF0DWAj87 @RaymondLeMatin #TPMP #TPMPOuvertATous @SanofiFR @Pasteur, #France #urgent #chevauxmutiles #sanofipasteur #OnVousRépond #bfmtv #COVID19 #laboratoire #camargue #cavalier #écurie #fermier #agriculture enquête ?",retweet,"",tpmp tpmpouvertatous france urgent chevauxmutiles sanofipasteur onvousrépond bfmtv covid19 laboratoire camargue cavalier écurie fermier agriculture,"",https://www.liberation.fr/amphtml/france/2018/07/17/juments-saignees-et-avortees-l-inertie-coupable-des-laboratoires-francais_1667173,2,"","","",fr,"",TRUE,4,1312053789369741313,cr77France,921114968271081472,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",810954760467730432,Mon Dec 19 21:07:36 +0000 2016,FALSE,"intéressé par la criminologie, la victimologie, la criminalité et la délinquance ECOFI. aller chercher derrière le voile...",16765,211,741,7,"",Francois T,21061,"","",FALSE,21,2020-10-02,RaymondLeMatin SanofiFR Pasteur,23,232,3,15,1,"","",0,1,"","","","","","","","SanofiFR, Pasteur, sanofipasteur","","","","","","","","","","","","","","","",""
